incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
36945,2024003963,99H8,SUSPICIOUS PERSON                                           ,2024-04-26,1616,2024-04-26,1616,3000-BLK of,TALL GRASS DR,"SUSPICIOUS VEH,",41.708279703386,-88.219147486852,Non-Criminal Offenses,5862,-9820510.57645306,5117380.83054791
36947,2024007583,90Z,OBSTRUCTING AN OFFICER                                      ,2024-08-09,2159,2024-08-09,2159,1200-BLK of,MILFORD CT,DOMESTIC  PHYSI,41.693329437868,-88.173722190812,Other Criminal Offenses,5863,-9815453.85562876,5115151.80339813
36948,2024007583,13A,AGGRAVATED BATTERY                                          ,2024-08-09,2159,2024-08-09,2159,1200-BLK of,MILFORD CT,DOMESTIC  PHYSI,41.693329437868,-88.173722190812,Assault/Battery,5864,-9815453.85562876,5115151.80339813
36950,2024007617,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-08-11,0151,2024-08-11,0151,500-BLK of,FAIRWAY DR,DISORDERLY COND,41.780621498248,-88.210556479469,Criminal Damage and Trespass,5865,-9819554.22988579,5128174.04479869
36951,2024007348,23A,THEFT - POCKET PICKING                                      ,2024-08-02,1146,2024-08-02,1146,3100-BLK of,111TH ST,THEFT,41.680640061394,-88.20665872327,Theft,5866,-9819120.33365048,5113260.27257369
36952,2024007678,99F9,CHECK FOR WELL BEING                                        ,2024-08-12,1747,2024-08-12,1747,3000-BLK of,SERENITY LN,WELL BEING CHEC,41.70874390352,-88.210121179903,Non-Criminal Offenses,5867,-9819505.77255976,5117450.04930065
36953,2024007435,23C,THEFT - SHOPLIFTING                                         ,2024-08-05,1425,2024-08-05,1443,2500-BLK of,W 75TH ST,THEFT IN PROGRE,41.747197298643,-88.198233824367,Theft,5868,-9818182.47819461,5123185.72670696
36954,2024006888,90D,DRIVING UNDER THE INFLUENCE - DRUGS                         ,2024-07-19,0259,2024-07-19,0259,2300-BLK of,AURORA AV,"SUSPICIOUS VEH,",41.76358262516,-88.193355935791,Alcohol,5869,-9817639.47412219,5125630.79253084
36955,2024006888,99M4,MOTORIST ASSISTANCE                                         ,2024-07-19,0259,2024-07-19,0259,2300-BLK of,AURORA AV,"SUSPICIOUS VEH,",41.76358262516,-88.193355935791,Traffic,5870,-9817639.47412219,5125630.79253084
36956,9024000637,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES,2024-08-04,0009,2024-08-06,1427,900-BLK of,EDDYSTONE CR,SUSPICIOUS INCI,41.744832639515,-88.165941242958,Non-Criminal Offenses,5871,-9814587.68447576,5122832.91696375
36957,2024007481,90Z,VIOLATION OF ORDER OF PROTECTION                            ,2024-08-07,0226,2024-08-07,0226,4000-BLK of,CHINABERRY LN,DISORDERLY COND,41.694098292197,-88.233177015072,Other Criminal Offenses,5872,-9822072.33639058,5115266.42398594
36958,2024007373,99C7,ASSIST OTHER COUNTY AGENCY                                  ,2024-08-03,1144,2024-08-03,1144,1300-BLK of,AURORA AV,ASSIST OTHER AG,41.766259514148,-88.177390524246,Non-Criminal Offenses,5873,-9815862.21263869,5126030.30497946
36959,2024007285,13B,SIMPLE BATTERY                                              ,2024-07-30,2341,2024-07-30,2341,1500-BLK of,FAIRWAY DR,NOISE COMPLAINT,41.790306953814,-88.217253741536,Assault/Battery,5874,-9820299.7656888,5129620.01423375
36960,2024007285,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-30,2341,2024-07-30,2341,1500-BLK of,FAIRWAY DR,NOISE COMPLAINT,41.790306953814,-88.217253741536,Other Criminal Offenses,5875,-9820299.7656888,5129620.01423375
36961,2024007285,99H4,NOISE COMPLAINT                                             ,2024-07-30,2341,2024-07-30,2341,1500-BLK of,FAIRWAY DR,NOISE COMPLAINT,41.790306953814,-88.217253741536,Non-Criminal Offenses,5876,-9820299.7656888,5129620.01423375
36962,2024007312,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-07-31,2153,2024-07-31,2153,3200-BLK of,ODYSSEY CT,"SUSPICIOUS VEH,",41.807664224347,-88.205003089734,Non-Criminal Offenses,5877,-9818936.02936831,5132211.87762235
36963,2024007434,99L0,LOST/FOUND ANIMAL                                           ,2024-08-03,0000,2024-08-05,1416,1900-BLK of,TAMAHAWK LN,ANIMAL CALL,41.711462424441,-88.186000336761,Non-Criminal Offenses,5878,-9816820.65258369,5117855.42894583
36965,2024006330,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-07-02,0131,2024-07-02,0131,,W OGDEN AV/S ROUTE 59,TRAFFIC STOP,41.758638418334,-88.205855839923,Alcohol,5879,-9819030.95708513,5124892.93792261
36966,2024006330,99XX,SPEEDING                                                    ,2024-07-02,0131,2024-07-02,0131,,W OGDEN AV/S ROUTE 59,TRAFFIC STOP,41.758638418334,-88.205855839923,Other,5880,-9819030.95708513,5124892.93792261
36967,2024007508,520,AGGRAVATED UNLAWFUL USE OF WEAPON                           ,2024-08-07,2041,2024-08-07,2041,,E OGDEN AV/IROQUOIS AV,TRAFFIC STOP,41.797855630932,-88.130858666225,Weapon Offenses,5881,-9810682.30989813,5130747.12938383
36968,2024007508,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-08-07,2041,2024-08-07,2041,,E OGDEN AV/IROQUOIS AV,TRAFFIC STOP,41.797855630932,-88.130858666225,Drug Offenses and Narcotics,5882,-9810682.30989813,5130747.12938383
36969,2024007508,35B,POSSESSION OF DRUG PARAPHERNALIA                            ,2024-08-07,2041,2024-08-07,2041,,E OGDEN AV/IROQUOIS AV,TRAFFIC STOP,41.797855630932,-88.130858666225,Drug Offenses and Narcotics,5883,-9810682.30989813,5130747.12938383
36970,2024007508,35A,POSSESSION OF CANNABIS 30 GRAMS & UNDER                     ,2024-08-07,2041,2024-08-07,2041,,E OGDEN AV/IROQUOIS AV,TRAFFIC STOP,41.797855630932,-88.130858666225,Drug Offenses and Narcotics,5884,-9810682.30989813,5130747.12938383
36971,2024007508,99M7,LICENSE PLATE VIOLATION                                     ,2024-08-07,2041,2024-08-07,2041,,E OGDEN AV/IROQUOIS AV,TRAFFIC STOP,41.797855630932,-88.130858666225,Traffic,5885,-9810682.30989813,5130747.12938383
36972,2024007555,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-09,0001,2024-08-09,1118,100-BLK of,W 87TH ST,DISORDERLY COND,41.728413604003,-88.125720224957,Other Criminal Offenses,5886,-9810110.3012327,5120383.53705039
36975,2024002203,35A,MANUFACTURE & DELIVERY OF CONTROLLED SUBSTANCE              ,2024-03-07,1437,2024-03-07,1437,1300-BLK of,AURORA AV,ADMINISTRATIVE,41.766259514148,-88.177390524246,Drug Offenses and Narcotics,5887,-9815862.21263869,5126030.30497946
36977,2024007567,99C2,ASSIST CITY FIRE DEPARTMENT                                 ,2024-08-09,1544,2024-08-09,1544,700-BLK of,SARA LN,ASSIST FIRE DEP,41.744341545887,-88.114905395804,Non-Criminal Offenses,5888,-9808906.39995838,5122759.64688371
36978,2024007422,99C8,ASSIST STATE POLICE                                         ,2024-08-05,0900,2024-08-05,0912,1300-BLK of,AURORA AV,INFORMATION FOR,41.766259514148,-88.177390524246,Non-Criminal Offenses,5889,-9815862.21263869,5126030.30497946
36980,2024007607,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-10,2212,2024-08-10,2212,600-BLK of,BOURBON CT,DISORDERLY COND,41.736899587979,-88.118375057593,Other Criminal Offenses,5890,-9809292.64094195,5121649.39185442
36981,2024007607,99G3,DUMPING / LITTERING                                         ,2024-08-10,2212,2024-08-10,2212,600-BLK of,BOURBON CT,DISORDERLY COND,41.736899587979,-88.118375057593,Non-Criminal Offenses,5891,-9809292.64094195,5121649.39185442
36982,2024007451,99I8,UNWANTED SUBJECT                                            ,2024-08-05,2208,2024-08-05,2208,1600-BLK of,BROOKDALE RD,UNWANTED SUBJEC,41.784255735971,-88.19282799422,Non-Criminal Offenses,5892,-9817580.70393533,5128716.58496623
36983,2024007451,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-08-05,2208,2024-08-05,2208,1600-BLK of,BROOKDALE RD,UNWANTED SUBJEC,41.784255735971,-88.19282799422,Criminal Damage and Trespass,5893,-9817580.70393533,5128716.58496623
36984,2024007525,99G1,CITIZEN ASSIST                                              ,2024-08-08,1513,2024-08-08,1513,1100-BLK of,E OGDEN AV,DISORDERLY COND,41.793600400814,-88.126641287527,Non-Criminal Offenses,5894,-9810212.83344898,5130111.75215433
36985,2024007623,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-11,1154,2024-08-11,1154,400-BLK of,DILORENZO DR,DISORDERLY COND,41.723732278657,-88.122152967249,Other Criminal Offenses,5895,-9809713.19592112,5119685.29499487
36986,2024007623,99I6,DISPUTE - NON SPECIFIC                                      ,2024-08-11,1154,2024-08-11,1154,400-BLK of,DILORENZO DR,DISORDERLY COND,41.723732278657,-88.122152967249,Non-Criminal Offenses,5896,-9809713.19592112,5119685.29499487
37057,9024000655,23C,THEFT - SHOPLIFTING,2024-08-12,1441,2024-08-13,1202,2700-BLK of,W 75TH ST,THEFT - SHOPLIF,41.747154302946,-88.201878205373,Theft,5897,-9818588.16883246,5123179.31158567
37058,2024007564,99L0,LOST/FOUND ANIMAL                                           ,2024-08-08,0000,2024-08-09,1502,3500-BLK of,FAIRMONT AV,ANIMAL CALL,41.712754603696,-88.217780704779,Non-Criminal Offenses,5898,-9820358.42696867,5118048.12178303
37059,2024007690,26F,IDENTITY THEFT                                              ,2024-08-08,0000,2024-08-13,1037,2500-BLK of,BROCKTON CR,FRAUD,41.718436880961,-88.152781701105,Theft,5899,-9813122.77097761,5118895.52242876
37060,2024007687,99C5,CARING HANDS                                                ,2024-08-12,1200,2024-08-13,0900,900-BLK of,CREEKSIDE CR,CITIZEN ASSIST,41.785946224028,-88.163581093476,Non-Criminal Offenses,5900,-9814324.95383723,5128968.96134523
37061,2024007616,90D,DRIVING UNDER THE INFLUENCE - ALCOHOL                       ,2024-08-11,0056,2024-08-11,0056,1000-BLK of,NORTH AV/N CHARLES AV,ACCIDENT UNKNOW,41.775442491125,-88.12944582044,Alcohol,5901,-9810525.03262477,5127400.9455879
37062,2024007616,99Q2,TRAFFIC CRASH NO INJURY                                     ,2024-08-11,0056,2024-08-11,0056,1000-BLK of,NORTH AV/N CHARLES AV,ACCIDENT UNKNOW,41.775442491125,-88.12944582044,Traffic Crashes,5902,-9810525.03262477,5127400.9455879
37063,2024007616,99N4,FAILURE TO REDUCE SPEED / TOO FAST FOR CONDITIONS           ,2024-08-11,0056,2024-08-11,0056,1000-BLK of,NORTH AV/N CHARLES AV,ACCIDENT UNKNOW,41.775442491125,-88.12944582044,Traffic,5903,-9810525.03262477,5127400.9455879
37064,2024007750,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-08-13,0000,2024-08-14,1913,900-BLK of,WINNERS CUP CT,BATTERY  COLD,41.704718341239,-88.165480205626,Non-Criminal Offenses,5904,-9814536.36203473,5116849.79811108
37066,2024007769,26F,IDENTITY THEFT                                              ,2024-08-15,1315,2024-08-15,1315,1200-BLK of,HOBSON RD,FRAUD IN PROGRE,41.75387962766,-88.113364870249,Theft,5905,-9808734.90943804,5124182.8078017
37067,2024007769,26C,OBSTRUCTING IDENTIFICATION                                  ,2024-08-15,1315,2024-08-15,1315,1200-BLK of,HOBSON RD,FRAUD IN PROGRE,41.75387962766,-88.113364870249,Theft,5906,-9808734.90943804,5124182.8078017
37068,2024007578,23C,THEFT - SHOPLIFTING                                         ,2024-08-08,0930,2024-08-09,1604,1900-BLK of,W JEFFERSON AV,THEFT,41.770102238176,-88.204061616307,Theft,5907,-9818831.22502582,5126603.84168529
37069,2024005715,23C,THEFT - SHOPLIFTING                                         ,2024-06-09,0607,2024-06-13,1622,1200-BLK of,S NAPER BL,THEFT,41.750993531876,-88.114977913944,Theft,5908,-9808914.47264079,5123752.15605941
37070,2024007705,99A8,HIT AND RUN                                                 ,2024-08-13,1415,2024-08-13,1544,1300-BLK of,S ROUTE 59,HIT AND RUN  CO,41.745343338886,-88.205859315161,Traffic Crashes,5909,-9819031.34394685,5122909.11277158
37071,2024007655,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-08-12,0945,2024-08-12,0945,1500-BLK of,W JEFFERSON AV,CITIZEN ASSIST,41.769404980018,-88.185388928947,Non-Criminal Offenses,5910,-9816752.59097716,5126499.77151319
37073,2024007898,13B,DOMESTIC BATTERY                                            ,2024-08-19,0205,2024-08-19,0205,2200-BLK of,STOWE CR,UNKNOWN PROBLEM,41.72365469541,-88.192157042812,Assault/Battery,5911,-9817506.01396625,5119673.72351122
37074,2024007818,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-16,1842,2024-08-16,1842,1100-BLK of,E DIEHL RD,UNWANTED SUBJEC,41.801798376311,-88.129113171084,Other Criminal Offenses,5912,-9810488.00226785,5131335.88505599
37075,2024007818,99I8,UNWANTED SUBJECT                                            ,2024-08-16,1842,2024-08-16,1842,1100-BLK of,E DIEHL RD,UNWANTED SUBJEC,41.801798376311,-88.129113171084,Non-Criminal Offenses,5913,-9810488.00226785,5131335.88505599
37076,2024007722,13B,SIMPLE BATTERY                                              ,2024-08-14,0005,2024-08-14,0005,1500-BLK of,NAPERVILLE WHEATON RD,DISORDERLY COND,41.797464125612,-88.121430249343,Assault/Battery,5914,-9809632.74333184,5130688.66931072
37077,2024007722,90C,PUBLIC INDECENCY                                            ,2024-08-14,0005,2024-08-14,0005,1500-BLK of,NAPERVILLE WHEATON RD,DISORDERLY COND,41.797464125612,-88.121430249343,Other Criminal Offenses,5915,-9809632.74333184,5130688.66931072
37078,2024007722,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-08-14,0005,2024-08-14,0005,1500-BLK of,NAPERVILLE WHEATON RD,DISORDERLY COND,41.797464125612,-88.121430249343,Other Criminal Offenses,5916,-9809632.74333184,5130688.66931072
37079,2024007722,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-08-14,0005,2024-08-14,0005,1500-BLK of,NAPERVILLE WHEATON RD,DISORDERLY COND,41.797464125612,-88.121430249343,Other Criminal Offenses,5917,-9809632.74333184,5130688.66931072
37081,2024007850,23H,THEFT - ALL OTHER LARCENY                                   ,2024-08-17,1350,2024-08-17,1800,2000-BLK of,AURORA AV,THEFT,41.764466098075,-88.188394771539,Theft,5918,-9817087.19984391,5125762.64465331
37082,2024007868,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-08-18,0119,2024-08-18,0119,3000-BLK of,111TH ST/S ROUTE 59,TRAFFIC STOP,41.709173868875,-88.205652739749,Other Criminal Offenses,5919,-9819008.34807717,5117514.16361339
37083,2024007868,99P2,LIGHT VIOLATIONS                                            ,2024-08-18,0119,2024-08-18,0119,3000-BLK of,111TH ST/S ROUTE 59,TRAFFIC STOP,41.709173868875,-88.205652739749,Traffic,5920,-9819008.34807717,5117514.16361339
37084,2024007868,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-08-18,0119,2024-08-18,0119,3000-BLK of,111TH ST/S ROUTE 59,TRAFFIC STOP,41.709173868875,-88.205652739749,Traffic,5921,-9819008.34807717,5117514.16361339
37124,2024007201,90C,HARASSMENT BY TELEPHONE                                     ,2024-07-27,2305,2024-07-27,2305,1500-BLK of,FOXHILL RD,TELEPHONE THREA,41.787572877634,-88.192039253378,Other Criminal Offenses,5922,-9817492.90170643,5129211.81403235
37125,2024007190,90C,HARASSMENT BY TELEPHONE                                     ,2024-07-26,2214,2024-07-27,1917,1400-BLK of,CARLETON AV,TELEPHONE HARAS,41.727969028653,-88.104656249731,Other Criminal Offenses,5923,-9807765.47023646,5120317.2243251
37126,2024007182,99G1,CITIZEN ASSIST                                              ,2024-07-27,1640,2024-07-27,1640,,N ROUTE 59/E I-88,CITIZEN ASSIST,41.771456699943,-88.205647218154,Non-Criminal Offenses,5924,-9819007.73341603,5126806.00686873
37127,2024006894,99J8,IMPOUNDED ANIMAL                                            ,2024-07-19,1212,2024-07-19,1212,100-BLK of,N COLUMBIA ST,ANIMAL CALL,41.776872032322,-88.13797119274,Non-Criminal Offenses,5925,-9811474.07272803,5127614.33491876
37128,2024007139,99J8,IMPOUNDED ANIMAL                                            ,2024-07-26,1109,2024-07-26,1109,1000-BLK of,FRANCES CT,ANIMAL CALL,41.786536973669,-88.119249493858,Non-Criminal Offenses,5926,-9809389.9827417,5129057.15712223
37129,2024007250,99D8,INFORMATION FOR POLICE                                      ,2024-07-29,2206,2024-07-29,2206,2800-BLK of,KENTSHIRE CT,"SUSPICIOUS VEH,",41.729248683722,-88.202911313416,Non-Criminal Offenses,5927,-9818703.17389374,5120508.09853028
37131,2024007250,99H8,SUSPICIOUS PERSON                                           ,2024-07-29,2206,2024-07-29,2206,2800-BLK of,KENTSHIRE CT,"SUSPICIOUS VEH,",41.729248683722,-88.202911313416,Non-Criminal Offenses,5928,-9818703.17389374,5120508.09853028
37132,2024007254,99D8,INFORMATION FOR POLICE                                      ,2024-07-30,0759,2024-07-30,0759,1600-BLK of,W DIEHL RD,WELL BEING CHEC,41.799028086529,-88.202328284606,Non-Criminal Offenses,5929,-9818638.27142349,5130922.20408337
37133,2024007279,23H,THEFT - ALL OTHER LARCENY                                   ,2024-07-30,1900,2024-07-30,2118,100-BLK of,W BAILEY RD,THEFT,41.741531394546,-88.138536740223,Theft,5930,-9811537.02918586,5122340.38931463
37134,2024007279,26F,IDENTITY THEFT                                              ,2024-07-30,1900,2024-07-30,2118,100-BLK of,W BAILEY RD,THEFT,41.741531394546,-88.138536740223,Theft,5931,-9811537.02918586,5122340.38931463
37135,2024007212,99I9,CIVIL MATTER / MATTER OF RECORD                             ,2024-07-27,1820,2024-07-28,1532,1000-BLK of,E PORTER AV,THEFT,41.769637079633,-88.131387297741,Non-Criminal Offenses,5932,-9810741.15688931,5126534.41371712
37136,2024006478,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-07-07,0102,2024-07-07,0102,200-BLK of,S WASHINGTON ST,FOLLOW UP,41.771829937013,-88.147941757062,Other Criminal Offenses,5933,-9812583.99087128,5126861.71649355
37137,2024006478,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-07-07,0102,2024-07-07,0102,200-BLK of,S WASHINGTON ST,FOLLOW UP,41.771829937013,-88.147941757062,Drug Offenses and Narcotics,5934,-9812583.99087128,5126861.71649355
37138,2024007306,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-07-31,1717,2024-07-31,1717,2800-BLK of,S ROUTE 59/95TH ST,"SUSPICIOUS VEH,",41.712101471783,-88.205750362574,Drug Offenses and Narcotics,5935,-9819019.21540034,5117950.72471796
37139,9024000624,99P6,PARKING COMPLAINT,2024-07-05,1200,2024-07-31,1325,2700-BLK of,SWEETBROOM CT,PARKING COMPLAI,41.677932032604,-88.203420864203,Traffic,5936,-9818759.89682788,5112856.65092338
37140,2024007294,290,CRIMINAL DEFACEMENT OF PROPERTY                             ,2024-07-31,1057,2024-07-31,1057,800-BLK of,EMERALD DR/HEMLOCK LN,CRIMINAL DAMAGE,41.756116005528,-88.15670438945,Criminal Damage and Trespass,5937,-9813559.44264672,5124516.52453492
37141,2024007336,90J,CRIMINAL TRESPASS TO STATE SUPPORTED LAND                   ,2024-08-01,2047,2024-08-01,2047,100-BLK of,W VAN BUREN AV,SUBJECT WITH A,41.774136705669,-88.151510903112,Criminal Damage and Trespass,5938,-9812981.30639213,5127206.03358146
37142,2024007336,90G,MISREPRESENTATION OF AGE BY MINOR                           ,2024-08-01,2047,2024-08-01,2047,100-BLK of,W VAN BUREN AV,SUBJECT WITH A,41.774136705669,-88.151510903112,Alcohol,5939,-9812981.30639213,5127206.03358146
